sep=;
TÍTULO;AUTOR;AUTOR INSTITUCIONAL;AÑO;EDITOR;REUNIÓN;SIGNATURA;CÓDIGO DOC;ICS;DESCRIPTORES;RESUMEN
"Process industries corrosion; the theory and practice";"Moniz, B.J. (ed.); Pollock, W.I. (ed.");"National Association of Corrosion Engineers (NACE)";"1986";"NACE";"";"CIEPS/7";"";"";"Corrosión; Corrosión electroquímica; Fisuras; Hidrógeno; Aceros; Temperatura; Ensayos de corrosión; Probetas; Métodos electroquímicos; Corrosión intergranular; Acido fosfórico; Refinería; Petróleo; Industria del papel y la celulosa; Medio ambiente; Agua; Calderas de vapor; Corrosión microbiológica; Acidos; Acido sulfúrico; Acido nítrico; Acido clorhídrico; Cloruro de hidrógeno; Fluoruro de hidrógeno; Acidos orgánicos; Alcalis; Hipocloritos; Amoníaco; Halógenos; Sulfuros; Metales ferrosos; Aceros al carbono; Aceros de baja aleación; Corrosión atmosférica; Aceros austeníticos; Aceros inoxidables; Aceros ferríticos; Metales no ferrosos; Níquel; Cobre; Titanio; Circonio; Tantalio; Niobio; Aluminio; Fundición; Resistencia a la corrosión; Revestimientos; No metales; Polímeros; Polímeros termoplásticos; Recubrimientos superficiales; Laminados; Elastómeros; Materiales cerámicos; Ladrillos; Materiales refractarios; Vidrios; Carbono; Grafito; Maderas; Equipos; Materiales; Soldadura; Aislación térmica; Ensayos no destructivos; Fallas; Equipos de limpieza; Metales";""
"Water and waste control for de plating shop";"Kushner, Joseph B.; Kushner, Arthur S.";"";"1994";"Gardner publications";"";"CIEPS/48";"";"";"Recubrimientos superficiales; Galvanoplastia; Agua; Efluentes industriales; Residuos; Control de la contaminación; Purificación del agua; Contaminación del agua; Descontaminación; Disposición de efluentes; Reducción de efluentes; Recuperación de efluentes; Tratamiento de efluentes; Evaporación; Intercambio de iones; Tratamiento de aguas; Osmosis inversa; Electrodiálisis; Membranas; Electrólisis; Purificación; Lavado; Tanques; Ensayos; Aguas residuales; PH; Oxidación; Métodos de reducción; Seguridad; Suspensiones; Aluminio; Amoníaco; Cadmio; Cinc; Cromo; Cromatos; Cobre; Cianuro; Oro; Hierro; Plomo; Níquel; Fósforo; Fosfatos; Plata; Estaño";""
"Anais";"";"";"1995";"Centro de Pesquisa e Ensino Instituto de Laticínios "Cândido Tostes"";"Secretaria de Estado da Agricultura, Pecuária e Abastecimento de Minas Gerais, BR // Empresa de Pesquisa Agropecuária de Minas Gerais, BR // Centro de Pesquisa e Ensino Instituto de Laticínios "Cândido Tostes", Juiz de Fora, BR. Congresso nacional de laticínios, 13. BR. 1995";"CITIL/41/Congresos";"";"";"Productos lácteos; Leche de cabra; Propiedades reológicas; Microbiología de alimentos; Leche; Quesos; Maduración; Lactobacilo; Agua clorada; Tratamiento de aguas; Industria alimentaria; Proteínas; Análisis cualitativo; Análisis cuantitativo; Inteligencia artificial; Industria láctea; Cambio tecnológico; Características fisicoquímicas; Leche pasteurizada; Yogurt; Pulpas de frutas; Dulce de leche; Espesantes; Análisis microbiológico; Pasteurización; Punto crítico; Ordeño; Listeria; Estafilococos; Tambos; Bacterias; Análisis fisicoquímico; Bacterias lácticas; Bacteriófagos; Manteca; Leche cruda; Sustancias tóxicas; Infecciones; Péptidos; Soja; Enzimas; Fermentación; Bacilos; Higiene industrial; Cálculo de costos; Embalaje; Valor nutritivo; Ventas; Marketing; Liofilización; Consumidores; Alimentos dietéticos; Leche fermentada; Control de calidad; Suero; Bacterias coliformes; Leche chocolatada; Automatización; HACCP; Calidad; Normalización; Fermentos lácteos";""
"Anais";"";"";"1996";"Centro de Pesquisa e Ensino Instituto de Laticínios "Cândido Tostes"";"Secretaria de Estado da Agricultura, Pecuária e Abastecimento de Minas Gerais, BR // Empresa de Pesquisa Agropecuária de Minas Gerais, BR // Centro de Pesquisa e Ensino Instituto de Laticínios "Cândido Tostes", Juiz de Fora, BR. Congresso nacional de laticínios, 14 / Encuentro lácteo del Cono Sur, 1. BR. 1996";"CITIL/51/Congresos";"";"";"Productos lácteos; Leche; Quesos; Mastitis; Queso mozzarella; Análisis sensorial; Dulce de leche; Higiene de los alimentos; Limpieza; Calidad; Microbiología de alimentos; Yogurt; Leche de búfala; Métodos de determinación; Microondas; Análisis cualitativo; Agua oxigenada";""
"Anais";"";"";"1996";"Centro de Pesquisa e Ensino Instituto de Laticínios "Cândido Tostes"";"Secretaria de Estado da Agricultura, Pecuária e Abastecimento de Minas Gerais, BR // Empresa de Pesquisa Agropecuária de Minas Gerais, BR // Centro de Pesquisa e Ensino Instituto de Laticínios "Cândido Tostes", Juiz de Fora, BR. Congresso nacional de laticínios, 14 / Encuentro lácteo del Cono Sur, 1. BR. 1996";"CITIL/57/Congresos";"";"";"Productos lácteos; Leche; Quesos; Carragenanos; Bacterias lácticas; Queso mozzarella; Análisis sensorial; Dulce de leche; Higiene de los alimentos; Limpieza; Acidos grasos; Leche de cabra; Microbiología de alimentos; Lípidos; Monitoreo; Leche de búfala; Calidad; Métodos de determinación; Microondas; Hongos; Levaduras; Listeria; Lactosa; Ultrafiltración; Mastitis; Análisis cualitativo; Agua oxigenada; Alimentos dietéticos; Embalaje; Envases; Atmósfera controlada; Bacterias coliformes; Gérmenes; Brasil; Mercado";""
"[Resúmenes]";"";"";"2001";"Universidad de Los Andes";"Universidad de Los Andes, Mérida, VE // Centro de Investigaciones "José Witremundo Torrealba". Núcleo Universitario "Rafael Rangel", Trujillo, VE. Jornadas venezolanas de microbiología "Dr. José Vicente Scorza", 17. VE. 2001";"CITIL/65/Congresos";"";"";"Microbiología; Bacteriología; Bacterias; Agentes patógenos; Infecciones; Enfermedades infecciosas; Estafilococos; Estreptococos; Enfermedades; Enterobacterias; Antibióticos; Bacterias coliformes; Microorganismos; Microbios; Virus; Epidemiología; Vigilancia epidemiológica; Micología; Hongos; Parásitos; Enfermedades de los animales; Microbiología de alimentos; Yogurt; Jugos; Agua; Bacterias lácticas; Salmonella; Patología; Diagnóstico; Prevención de enfermedades";""
"Corrosion and scale handbook";"Becker, J.R.";"";"1998";"PennWell";"";"CIEPS/110";"";"";"Corrosión; Petróleo; Fluidos; Líquidos; Protección contra la corrosión; Resistencia a la corrosión; Equipamiento; Agua; Emulsiones; Dispersiones acuosas; Sólidos; Carbonatos; Sulfatos; Solventes; Quelación; Sales; Temperatura; Presión; PH; Aceros; Hierro; Superficies; Humedad; Industria petrolera; Industria siderúrgica; Tuberías; Crecimiento de cristales; Inhibidores; Superficies metálicas; Cationes; Aniones; Electroquímica; Fuerza electromotriz; Hidrógeno; Inhibidores de corrosión; Ensayos de corrosión; Refinería; Producción; Refinamiento";""
"La leche: notas sobre modificaciones secretorias, alteraciones, adulteración";"Vallejo, Lidoro";"";"1946";"Ferrari";"";"CITIL/93";"";"";"Leche; Sanidad animal; Tambos; Establecimientos ganaderos; Inspección; Muestreo; Métodos de identificación; Higiene de los alimentos; Microbiología de alimentos; Microorganismos; Acidificación; Fermentación; Métodos de determinación; Descomposición; Densidad; Grasas; Agua";""
"Trabajos";"Bartaburu, Danilo (coord); Sotelo, Ariel (coord.");"";"1997";"Plan Agropecuario";"Plan Agropecuario Uruguay, Montevideo, UY. Seminario regional de calidad de leche. UY. 1997";"CITIL/94";"";"";"Leche; Calidad; Producción; Chile; Brasil; Argentina; Precios; Composición química; Productos lácteos; Comercialización; Tambos; Equipos; Instalaciones; Ordeñadoras; Ordeño; Sanidad animal; Leche cruda; Control de calidad; Agua; Potabilización; Disposición de efluentes; Capacitación; Personal; Higiene de los alimentos; Muestreo; Extracción; Enfermedades de los animales; Mastitis";""
"Manual de industrias lácteas";"";"Alfa Laval Food Engineering AB";"1990";"A.Madrid Vicente // Mundi-Prensa Libros";"";"CITIL/96";"";"";"Industria láctea; Leche; Producción; Composición química; Propiedades físicas; Propiedades químicas; Grasas; Proteínas; Enzimas; Lactosa; Minerales; Vitaminas; Ordeñadoras; Almacenamiento; Ordeñe; Oxidación; Tratamientos térmicos; Microorganismos; Bacterias; Hongos; Levaduras; Mohos; Bacteriófagos; Tambos; Mantenimiento; Instalaciones; Diseño; Análisis sensorial; Leche cruda; Enfriamiento; Procesos industriales; Equipos; Tuberías; Bombas; Abastecimiento de agua; Aire comprimido; Electricidad; Pasteurización; Leche pasteurizada; Envasamiento; Consumo; Esterilización; Análisis bacteriológico; Productos lácteos; Acidificación; Yogur; Kefir; Alimentos fermentados; Leche fermentada; Manteca; Margarina; Quesos; Clasificación; Cuajos; Queso cottage; Evaporación; Suero; Leche concentrada; Leche en polvo; Leche condensada; Helados; Caseina; Higiene de los alimentos; Higiene industrial; Limpieza; Desinfección; Automatización; Control automático; Control de procesos; Programación";""
"Tecnologia, ambiente e desenvolvimento";"Prandini, Fernando Luiz (coord.");"Instituto de Pesquisas Tecnológicas (IPT)";"1992";"IPT";"";"CEQUIPE/93/Lab.Tecnol.de Aguas";"";"";"Desarrollo tecnológico; Modernización; Desarrollo sustentable; Medio ambiente; Impactos ambientales; Control de la contaminación; Energía; Minería; Agua subterránea; Forestación; Erosión; Irrigación; Obras públicas; Urbanización; Riesgos; Geología; Sismos; Residuos; Brasil";""
"Tecnologia, ambiente e desenvolvimento; produçâo técnica. Technology, environment and development; technical portrait";"Prandini, Fernando Luiz (coord.");"Instituto de Pesquisas Tecnológicas (IPT)";"1992";"IPT";"";"CEQUIPE/94/Lab.Tecnol.de Aguas";"";"";"Desarrollo tecnológico; Modernización; Desarrollo sustentable; Medio ambiente; Impactos ambientales; Control de la contaminación; Energía; Minería; Agua subterránea; Forestación; Erosión; Irrigación; Obras públicas; Urbanización; Riesgos; Geología; Sismos; Residuos; Brasil";""
"Instrumentación y control en el tratamiento de aguas potables, industriales y de desecho";"Babcock, Russel H.";"";"1971";"Limusa-Wiley";"";"CEQUIPE/98/Lab.Tecnol.de Aguas";"";"";"Agua potable; Agua industrial; Aguas residuales; Tratamiento de aguas; Instrumentos de medición; Equipos de control; Mediciones; Medidores; Fluidos; Mediciones de presión; Nivel; Temperatura; Métodos de análisis; Transmisión; Transmisores; Control de procesos; Control automático; Equipos neumáticos; Computadoras analógicas; Supervisión; Válvulas; Control; Dosificación; Plantas de tratamiento; Efluentes industriales; Tratamiento de efluentes";""
"Wasser; Babcock-Handbuch";"Pracht, P. Von; Büskens, H. (colab.); Ulrich, E. (colab.");"";"1966";"Deutsche Babcock & Wilcox-Dampfkessel-Werke AG";"";"CEQUIPE/99/Lab.Tecnol.de Aguas";"";"";"Agua; Unidades de medición; Química; Análisis de agua; Instalaciones eléctricas; Purificación del agua; Intercambio de iones; Evaporadores; Calderas; Enfriamiento; Dosificación; Tratamiento de aguas; Corrosión; Protección contra la corrosión; Centrales nucleares; Limpieza; Desinfección";""
"An introduction to ion exchange";"Paterson, Russell";"";"1970";"Heyden and sons // Sadtler Research Laboratories";"";"CEQUIPE/105/Lab.Tecnol.de Aguas";"";"";"Intercambio de iones; Materiales; Aluminosilicatos; Resinas; Hidróxidos; Sales; Fosfatos; Circonio; Cationes; Equilibrio químico; Cinética química; Difusión; Partículas; Películas; Membranas; Propiedades eléctricas; Electrocinética; Columnas cromatográficas; Cromatografía; Ablandamiento del agua; Termodinámica";""
"Resource recovery and recycling handbook of industrial wastes";"Sittig, Marshall";"";"1975";"Noyes Data Corporation";"";"CEQUIPE/127/Eval.Técnicas";"";"";"Reciclaje; Recuperación de efluentes; Efluentes industriales; Residuos; Desechos sólidos; Residuos urbanos; Mezclas; Materiales; Envases; Aguas residuales; Aguas servidas; Metales ferrosos; Hierro; Aceros; Alimentos; Bebidas; Contenedores; Quesos; Grasas; Frutas; Vegetales; Líquidos residuales; Carnes; Suero; Vidrios; Materiales cerámicos; Recuperación del calor; Sustancias químicas; Compuestos inorgánicos; Productos naturales; Metales no ferrosos; Sustancias orgánicas; Papel; Maderas; Fibras celulósicas; Pulpado; Aserrín; Plásticos; Fibras; Algodón; Poliamidas; Poliester; Poliolefinas; Poliestireno; Poliuretano; PVC; Fibras sintéticas; Fibras textiles; Caucho; Industria del caucho";""
"Epoxy resin technology; development since 1979";"DiStasio, J.I. (ed.");"";"1982";"Noyes Data Corporation";"";"CEQUIPE/137/Químicos Finos";"";"";"Resinas; Epoxi; Recubrimientos superficiales; Pinturas en polvo; Acelerantes; Electrodeposición; Pinturas al agua; Isocianatos; Polímeros; Solventes; Tintas; Adhesivos; Selladores; Elastómeros; Moldeo; Laminación; Síntesis; Compuestos de epoxi; Agentes de curado; Aminas; Endurecimiento; Anhídridos; Acidos; Catalizadores; Aplicaciones; Equipos eléctricos; Materiales aislantes; Intercambio de iones; Quelatos; Papel; Procesos textiles; Retardantes de fuego; Agentes espumantes";""
"A practical guide for the preparation of specimens for X-ray fluorescence and X-ray diffraction analysis";"Buhrke, Victor E. (ed.); Jenkins, Ron (ed.); Smith, Deane K. (ed.");"";"1998";"Wiley-VCH";"";"CEQUIPE/171/Metales y A.Inorgánico";"";"";"Rayos X; Fluorescencia; Difracción de rayos X; Análisis; Estadística; Dispersión; Errores; Polvo; Aplicaciones; Trituración; Absorción; Cristales; Espectrómetros; Fusión; Líquidos; Soluciones; Manipuleo; Materiales radioactivos; Dolomita; Dióxido de carbono; Calibración; Yeso; Vidrios; Cementos; Materias primas; Metales; Aluminio; Aleaciones; Titanio; Hierro; Aceros; Materiales; Oxido de aluminio; Agua superficial; Aceites; Carbón; Vegetales; Equipamiento; Propiedades; Patrones; Difractometría; Aerosoles; Cerámica; Minerales; Minas; Películas delgadas; Papel; Plásticos; Mediciones; Cámaras; Pulverización; Normalización";""
"Química general e inorgánica para estudiantes universitarios";"Partington, J. R.";"";"1950";"Dossat";"";"CEQUIPE/188/Metales y A.Inorgánico";"";"";"Química; Química inorgánica; Peso atómico; Peso molecular; Cinética; Transformaciones de fase; Soluciones; Termoquímica; Electroquímica; Masa; Electrolitos; Sólidos; Teoría cuántica; Atomos; Hidrógeno; Metales alcalinos; Cobre; Plata; Oro; Cinc; Cadmio; Mercurio; Carbono; Silicio; Metales; Nitrógeno; Fósforo; Arsénico; Oxígeno; Ozono; Agua; Peróxido de hidrógeno; Azufre; Selenio; Telurio; Flúor; Cloro; Bromo; Yodo; Manganeso; Renio; Hierro; Cobalto; Níquel; Platino; Gases raros";""
"Principles of industrial water treatment";"";"Drew Chemical Corporation";"1979";"Drew Chemical Corporation";"";"CEQUIPE/287/Lab.Tecnol.de Aguas";"";"";"Agua; Tratamiento de aguas; Agua industrial; Impurezas; Clarificación química; Ablandamiento del agua; Filtración; Intercambio de iones; Desmineralización; Remoción; Hierro; Manganeso; Alcalinidad; Agua de enfriamiento; Corrosión; Protección contra la corrosión; Polarización; Protección catódica; Protección anódica; Materiales de construcción; Inhibidores de corrosión; Depósitos; Control; Corrosión microbiológica; Microorganismos; Limpieza; Métodos fisicoquímicos; Enfriamiento; Evaporación; Torres de enfriamiento; Incrustaciones biológicas; Microbiología; Agua potable; Deposición; Dosaje; Generación de vapor; Calderas de vapor; Presión; Transporte; Hidróxidos; Control de pH; Fosfatos; Volatilización; Procesos químicos";""
"El queso";"Eck, André";"";"1990";"Omega";"";"CITIL/108";"";"";"Quesos; Quesería; Leche; Coagulación; Micelas; Caseína; Suero; Agua; Salazón; Microbiología de alimentos; Cuajos; Enzimas; Coagulantes; Fermentos lácteos; Microbios; Microorganismos; Errores; Propiedades físicas; Mediciones; Propiedades reológicas; Queso fresco; Quesos de pasta blanda; Mohos; Quesos de pasta semidura; Quesos de pasta dura; Conservación de alimentos; Congelación; Refinamiento; Características organolépticas; Aroma; Envasamiento; Embalaje; Procesos de envasado; Materiales; Envases; Queso fundido; Equipos industriales; Procesos industriales; Limpieza; Desinfección; Automatización; Rendimiento; Higiene industrial; Contaminantes; Bacterias; Agentes patógenos; Calidad; Análisis sensorial; Alimentación; Valor nutritivo; Consumo; Salud; Denominación de origen; Producción; Comercio internacional; Normalización";""
"Servicio centralizado de información hídrica";"";"Ministerio de Obras y Servicios Públicos. Subsecretaría de Recursos Hídricos. Dirección General de Investigación y Desarrollo (DIGID)";"s.f.";"DIGID";"";"CEQUIPE/290/Lab.Tecnol.de Aguas";"";"";"Recursos hídricos; Hidrología; Servicios de información; Proyectos de desarrollo; Proyectos nacionales; Gestión de proyectos; Servicios públicos; Planificación; Procesamiento de datos; Argentina";""
"Manual oficial para el análisis bromatológico; 3ra. parte";"";"Ministerio de Bienestar Social de la Provincia de Buenos Aires. Instituto Biológico y Laboratorios de Salud Pública";"1972";"Ministerio de Bienestar Social";"";"CITIL/121";"";"";"Bromatología; Inspección bromatológica; Leche; Métodos de análisis; Muestreo; Envases; PH; Densidad; Acidez; Grasas; Cenizas; Compuestos de nitrógeno; Cloruros; Glúcidos; Composición química; Nitratos; Pasteurización; Conservantes; Colorantes; Leche pasteurizada; Vitaminas; Leche chocolatada; Leche condensada; Azúcares; Lactosa; Proteínas; Estabilizadores; Antioxidantes; Leche en polvo; Conservación de alimentos; Análisis organoléptico; Humedad; Lecitina; Solubilidad; Almidones; Leche humana; Crema; Suero; Cuajos; Coagulantes; Cloruro de sodio; Acido bórico; Sales; Alcohol etílico; Metales; Sustancias tóxicas; Dulce de leche; Agua; Acido láctico; Quesos; Calcio; Fósforo; Nitrógeno; Maduración; Edulcorantes; Leche fermentada; Yogurt; Aromatizantes; Análisis microscópico";""
"Normas oficiales para la calidad del agua, Argentina; disposiciones de la ley 18284 (Código Alimentario Argentino) sobre aguas";"";"";"s.f.";"s.e.";"";"628.1/N842";"";"";"Agua; Calidad; Normas; Disposiciones; Códigos alimentarios; Leyes y decretos nacionales; Argentina; Agua potable; Propiedades físicas; Propiedades químicas; Sustancias químicas; Microbiología; Bacterias coliformes; Contaminantes orgánicos; Agua embotellada; Higiene; Agua mineral; Contaminantes";""
"Fouling and cleaning in pressure driven membrane processes";"";"International Dairy Federation (IDF)";"1995";"FIL // IDF";"";"CITIL/138";"";"";"Membranas; Presión; Industria láctea; Contaminación de alimentos; Limpieza; Fluidos; Características fisicoquímicas; Concentración; Leche; Proteínas; Minerales; Lípidos; Líquidos; Filtración; Ultrafiltración; Suero; Nanofiltración; Permeabilidad; Productos lácteos; Control de procesos; Tratamiento biológico; Microorganismos; Bacterias; Películas; Agua; Osmosis inversa; Productos químicos; Higiene; Desinfección; Costos; Reciclaje";""
"Elaboración industrial del pan dulce";"Lamelas Diéguez, Valeria";"";"2003";"UCA";"";"664.664/L228";"";"";"Pan dulce; Productos de panadería; Historia; Variedades; Argentina; Códigos alimentarios; Materias primas; Ingredientes; Harinas; Granos; Molienda; Maduración; Propiedades; Calidad; Humedad; Proteínas; Cenizas; Ensayos; Oxidantes; Emulsionantes; Enzimas; Nutrientes; Levaduras; Líquidos; Agua; Leche en polvo; Leche descremada; Grasas; Manteca; Azúcar; Cloruro de sodio; Huevos; Frutas secas; Pasas de uva; Almendras; Higos; Nueces; Cerezas; Aditivos alimentarios; Fabricación; Mezclas; Masa de pan; Moldeo; Fermentación; Cocción; Envasamiento; Control de procesos; Descomposición; Valor nutritivo";""
"Chemistry of pulp and paper making";"Sutermeister, Edwin";"";"1941";"Wiley // Chapman and Hall";"";"676.16/S965/3.ed.";"";"";"Química; Pastas celulósicas; Papel; Fabricación; Celulosa; Materias primas; Fibras celulósicas; Materiales; Trapos; Maderas; Esparto; Pastas de paja; Pastas al sulfato; Pastas sódicas; Procesamiento de la madera; Pastas al sulfito; Pastas mecánicas; Pulpado; Desfibrado; Blanqueo; Colas; Papel encolado; Cargas; Pigmentos; Coloración; Tintas; Papel estucado; Agua; Ensayos; Papel de impresión; Impresiones; Humedad";""
"The manufacture of pulp and paper; a textbook of modern pulp and paper mill practice";"";"Joint Executive Committee on Vocational Education Representing the Pulp and Paper Industry of the United States and Canada";"1937-1939";"McGraw-Hill";"";"676.1/M294";"";"";"Industria del papel y de la celulosa; Fabricación; Pastas celulósicas; Papel; Pulpado; Propiedades; Maderas; Propiedades físicas; Composición química; Sierras; Aserraderos; Transportadores; Almacenamiento; Limpieza; Descortezado; Corte; Virutas; Pastas mecánicas; Materias primas; Desfibrado; Layout; Pastas al sulfito; Acidos; Cocción; Líquidos residuales; Pastas alcalinas; Digestores; Evaporación; Hornos; Cales; Plegado; Separación; Refinamiento; Blanqueo; Ensayos; Trapos; Lavado; Yute; Esparto; Pastas de paja; Residuos; Recuperación de efluentes; Reciclaje; Cargas; Colas; Papel encolado; Coloración; Tintas; Pigmentos; Colorantes; Agua; Vapor; Purificación del agua; Calderas de vapor; Generadores de vapor; Bombas; Bombeo; Bombas de vacío; Bombas centrífugas; Equipos eléctricos; Motores eléctricos; Lubricación; Calefacción; Ventilación; Máquinas; Impresiones; Papel de impresión; Secado; Acabado de superficies; Papel estucado; Adhesivos; Caseína; Solventes; Revestimientos; Ensayos físicos";""
"Trabajos";"";"";"1976";"ATIPCA // CICELPA // FICEPA";"Asociación de Técnicos de la Industria Papelera y Celulósica Argentina (ATIPCA), AR // Centro de Investigación de Celulosa y Papel (CICELPA), Buenos Aires, AR // Federación de Industrias Celulósicas Papeleras y Afines de la República Argentina (FICEPA), AR. Congreso técnico latinoamericano sobre celulosa y papel. AR. 1976";"676.1/C749";"";"";"Industria del papel y de la celulosa; Eucaliptos; Carbohidratos; Efluentes industriales; Plantas industriales; Máquinas; Absorción de agua; Maderas; Pastas mecánicas; Colas; Mediciones; Color blanco; Blanqueo; Papel; Evaluación de tareas; Desarrollo tecnológico; Desfibradoras; Refinamiento; Reciclaje; Fibras celulósicas; Alamos; Procesos industriales; Pastas celulósicas; Métodos de determinación; Corrugado; Mecanización; Recursos forestales; Argentina; Embalaje; Envases; Sauces; Materias primas; Diseño; Ensayos mecánicos; Cartón; Cajas; Pastas al sulfato; Mezclas; Especies forestales; Maderas duras; Maderas tropicales; Capacitación; Pastas semiquímicas; Chile; Pastas sódicas; Pastas kraft; Pastas de paja; Salicáceas; Calderas de vapor; Celulosa; Pastas de alto rendimiento; Telas; Fibras sintéticas; Fabricación; Materiales; Cartón corrugado; Transporte; Papel prensa; Calibración; Calidad; Agua; Herramientas de corte; Regulación; Tintas; Papel de impresión; Pastas termomecánicas; Ensayos";""
"Libro de resúmenes";"";"";"1988";"AAM";"Asociación Argentina de Microbiología (AAM), Buenos Aires, AR. Congreso argentino de microbiología, 5. AR. 1988";"CEIAL/45";"";"";"Microbiología; Microorganismos; Microbios; Bacterias; Enfermedades microbianas; Enfermedades infecciosas; Medio ambiente; Contaminación ambiental; Contaminación del suelo; Contaminación del agua; Bacterias anaeróbicas; Micología; Listeria; Veterinaria; Enfermedades de los animales; Micotoxinas; Virus; Microbiología de alimentos; Productos lácteos; Biotecnología; Infecciones; Sistema respiratorio; Drogas antimicrobianas";""
"POLLUTION CONTROL IN THE PLASTICS AND RUBBER INDUSTRY";"SITTIG, MARSHALL";"";"1975";"NOYES DATA CORPORATION";"";"678:614/S623";"";"";"CONTAMINACION AMBIENTAL; INDUSTRIA DEL CAUCHO; INDUSTRIA DEL PLASTICO; PLASTICOS; CAUCHO; CONTROL DE LA CONTAMINACION; EFLUENTES INDUSTRIALES; AIRE; AGUA; CONTAMINACION DEL AIRE; CONTAMINACION DEL AGUA; RESIDUOS";""
"LOS NEOPRENOS";"MURRAY, R.M.; THOMPSON, D.C.";"DU PONT DE NEMOURS";"1964";"DU PONT DE NEMOURS";"";"CITIC/678.76/M983";"";"";"NEOPRENO; CAUCHO SINTETICO; FABRICACION; ALMACENAMIENTO; MEZCLAS; EXTRUSION; CALANDRADO; MOLDEO; VULCANIZACION; FORMULACIONES; OXIDOS; ACELERANTES; RETARDANTES; AZUFRE; ANTIOXIDANTES; ANTIOZONANTES; CARGAS; PLASTIFICANTES; LUBRICANTES; PROPIEDADES; RESISTENCIA DE MATERIALES; OZONO; CALOR; RESISTENCIA TERMICA; DEFORMACION; RESISTENCIA A LA COMPRESION; FISURAS; FLEXION; RESISTENCIA AL FUEGO; RESISTENCIA A LA ABRASION; FLEXIBILIDAD; PERMEABILIDAD; DESGARRAMIENTO; TEMPERATURA; PROPIEDADES ELECTRICAS; RESISTENCIA AL AGUA; SOLUCIONES ACUOSAS; SOLVENTES; ACEITES; PRODUCTOS QUIMICOS; ADHESION; METALES; TEJIDOS; ELASTOMEROS; APLICACIONES";""
"PHYSICAL TESTING OF RUBBERS";"SCOTT, J.R.";"RUBBER AND PLASTICS RESEARCH ASSOCIATION OF GREAT BRITAIN";"1965";"MACLAREN";"";"CITIC/678.01:53/S427";"";"";"CAUCHO; ENSAYOS FISICOS; PROPIEDADES FISICAS; MATERIAS PRIMAS; VULCANIZACION; TENSIONES; ENSAYOS DE RESISTENCIA; ENSAYOS MECANICOS; ENSAYOS DE FATIGA; ENSAYOS DE FRACTURA; ENSAYOS DINAMICOS; PERMEABILIDAD; ABSORCION DE AGUA; EBONITA; ENSAYOS ELECTRICOS; MATERIALES COMPUESTOS; ENVEJECIMIENTO DE MATERIALES";""
"POLYSAR BUTIL HANDBOOK";"ROONEY, H.E. (comp.");"POLYMER CORPORATION";"1966";"POLYSAR";"";"CITIC/678.74/R776";"";"";"CAUCHO BUTILICO; BUTILO; CURADO; CARGAS; OZONO; RESISTENCIA DE MATERIALES; POLIETILENO; MEZCLAS; EXTRUSION; CALANDRADO; MOLDEO; VULCANIZACION; RESISTENCIA TERMICA; ENVEJECIMIENTO DE MATERIALES; TEMPERATURA; PERMEABILIDAD; ABSORCION DE AGUA; ACEITES; SOLVENTES; RESISTENCIA QUIMICA; RESISTENCIA A LA ABRASION; APLICACIONES; AUTOMOVILES; INSTALACIONES ELECTRICAS; PRODUCTOS INDUSTRIALES; CONSTRUCCIONES; METODOS DE ENSAYO; TABLAS DE CONVERSION; INGREDIENTES";""
"Actas";"";"";"2004";"SEGEMAR";"Servicio Geológico Minero Argentino (SEGEMAR), Buenos Aires, AR. Jornadas argentinas de tratamiento de minerales, 7. AR. 2004";"622.7/J82";"";"";"Minerales; Industria minera; Flotación; Minerales de hierro; Granulometría; Tratamiento de efluentes; Caolines; Talcos; Mineralogía; Rocas; Hidrometalurgia; Lixiviación; Acido bórico; Disolución; Adsorción; Oro; Cobre; Cinc; Bacterias; Modelos matemáticos; Plomo; Reciclaje; Escorias; Molibdeno; Piedra caliza; Fosfato de calcio; Concentración; Menas; Manganeso; Cianuración; Arenas; Medio ambiente; Contaminantes; Contaminación ambiental; Residuos; Drenaje; Recuperación de efluentes; Agua; Coagulación; Floculación; Boro; Pirometalurgia; Cerámica; Desechos sólidos; Aglomeración; Ventilación; Plantas de tratamiento; Materiales refractarios; Consumo de energía; Reacciones químicas; Gases; Sólidos; Suspensiones; Coloides; Reología";""
